action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,307475,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '8.73', 'le': '0.17', 'lle': '-0.65', 'sei': '3.87'}",,CHEMBL285458,,CHEMBL285458,5.05,0,http://www.openphacts.org/units/Nanomolar,49022,=,1,1,=,,IC50,nM,,9000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,9000.0
,,308834,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '10.43', 'le': '0.20', 'lle': '1.89', 'sei': '3.84'}",,CHEMBL33168,,CHEMBL33168,5.00,0,http://www.openphacts.org/units/Nanomolar,49009,=,1,1,=,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,310118,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(CCCC3CCCCC3)n2)cc1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '9.67', 'le': '0.19', 'lle': '0.01', 'sei': '4.38'}",,CHEMBL33755,,CHEMBL33755,5.71,0,http://www.openphacts.org/units/Nanomolar,49012,=,1,1,=,,IC50,nM,,1970.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1970.0
,,312833,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '8.34', 'le': '0.16', 'lle': '-0.19', 'sei': '3.52'}",,CHEMBL284965,,CHEMBL284965,4.58,0,http://www.openphacts.org/units/Nanomolar,49021,=,1,1,=,,IC50,nM,,26000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,26000.0
,,315326,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '9.82', 'le': '0.19', 'lle': '0.73', 'sei': '4.04'}",,CHEMBL33725,,CHEMBL33725,5.26,0,http://www.openphacts.org/units/Nanomolar,49018,=,1,1,=,,IC50,nM,,5500.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,5500.0
,,315336,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(O)CCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '9.06', 'le': '0.18', 'lle': '1.50', 'sei': '3.32'}",,CHEMBL418411,,CHEMBL418411,5.00,0,http://www.openphacts.org/units/Nanomolar,49014,=,1,1,=,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,317793,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1)N1CCCC1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '7.66', 'le': '0.15', 'lle': '1.17', 'sei': '3.00'}",,CHEMBL32996,,CHEMBL32996,4.52,0,http://www.openphacts.org/units/Nanomolar,49011,=,1,1,=,,IC50,nM,,30000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,30000.0
,,320246,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '10.11', 'le': '0.19', 'lle': '0.39', 'sei': '4.38'}",,CHEMBL288083,,CHEMBL288083,5.70,0,http://www.openphacts.org/units/Nanomolar,49020,=,1,1,=,,IC50,nM,,2000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2000.0
,,320250,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)CCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '7.56', 'le': '0.15', 'lle': '0.44', 'sei': '2.82'}",,CHEMBL286800,,CHEMBL286800,4.16,0,http://www.openphacts.org/units/Nanomolar,49015,=,1,1,=,,IC50,nM,,70000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,70000.0
,,326367,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(CCCC3CCCC3)n2)cc1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '9.14', 'le': '0.18', 'lle': '-0.05', 'sei': '4.04'}",,CHEMBL433042,,CHEMBL433042,5.26,0,http://www.openphacts.org/units/Nanomolar,49013,=,1,1,=,,IC50,nM,,5500.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,5500.0
,,333133,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '9.99', 'le': '0.19', 'lle': '1.32', 'sei': '3.89'}",,CHEMBL33013,,CHEMBL33013,5.07,0,http://www.openphacts.org/units/Nanomolar,49024,=,1,1,=,,IC50,nM,,8500.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,8500.0
,,334522,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '8.17', 'le': '0.16', 'lle': '0.12', 'sei': '3.27'}",,CHEMBL286139,,CHEMBL286139,4.26,0,http://www.openphacts.org/units/Nanomolar,49023,=,1,1,=,,IC50,nM,,55000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,55000.0
,,335669,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(CCOC3CCCC3)n2)cc1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '8.79', 'le': '0.17', 'lle': '0.78', 'sei': '3.64'}",,CHEMBL285242,,CHEMBL285242,5.08,0,http://www.openphacts.org/units/Nanomolar,49010,=,1,1,=,,IC50,nM,,8333.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,8333.0
,,338235,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '10.37', 'le': '0.20', 'lle': '0.78', 'sei': '4.38'}",,CHEMBL285481,,CHEMBL285481,5.70,0,http://www.openphacts.org/units/Nanomolar,49019,=,1,1,=,,IC50,nM,,2000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2000.0
,,344628,[],CHEMBL654209,Binding affinity towards cloned human Beta-1 adrenergic receptor prepared from CHO cells in the presence of [125I]iodocyanopindolol,B,,,BAO_0000190,BAO_0000219,cell-based format,CCC(O)CCc1nc(-c2ccc(S(=O)(=O)Nc3ccc(CCNC[C@H](O)c4cccnc4)cc3)cc2)no1,,,CHEMBL1133131,Bioorg Med Chem Lett,2000.0,"{'bei': '7.71', 'le': '0.15', 'lle': '0.75', 'sei': '2.83'}",,CHEMBL34328,,CHEMBL34328,4.25,0,http://www.openphacts.org/units/Nanomolar,49016,=,1,1,=,,IC50,nM,,56000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,56000.0
,,345749,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccc(I)cc3)cc2)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '10.41', 'le': '0.25', 'lle': '2.40', 'sei': '6.26'}",,CHEMBL67886,,CHEMBL67886,6.07,0,http://www.openphacts.org/units/Nanomolar,115492,=,1,1,=,,IC50,nM,,860.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,860.0
,,352561,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccc(Br)cc3)cc2)cn1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '10.12', 'le': '0.23', 'lle': '2.48', 'sei': '4.17'}",,CHEMBL63842,,CHEMBL63842,5.28,0,http://www.openphacts.org/units/Nanomolar,115469,=,1,1,=,,IC50,nM,,5300.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,5300.0
,,354109,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3cnc4ccccc4c3)cc2)cn1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '10.54', 'le': '0.20', 'lle': '2.62', 'sei': '3.73'}",,CHEMBL67461,,CHEMBL67461,5.20,0,http://www.openphacts.org/units/Nanomolar,115473,=,1,1,=,,IC50,nM,,6300.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,6300.0
,,356975,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(N)nc3)cc2)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '11.13', 'le': '0.22', 'lle': '3.21', 'sei': '3.87'}",,CHEMBL67416,,CHEMBL67416,5.26,0,http://www.openphacts.org/units/Nanomolar,115482,=,1,1,=,,IC50,nM,,5500.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,5500.0
,,358430,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2)cn1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '11.95', 'le': '0.24', 'lle': '3.01', 'sei': '4.50'}",,CHEMBL67534,,CHEMBL67534,5.70,0,http://www.openphacts.org/units/Nanomolar,115470,=,1,1,=,,IC50,nM,,2000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2000.0
,,359866,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccc(Cl)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '12.99', 'le': '0.26', 'lle': '2.89', 'sei': '5.97'}",,CHEMBL64936,,CHEMBL64936,6.00,0,http://www.openphacts.org/units/Nanomolar,115486,=,1,1,=,,IC50,nM,,1000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1000.0
,,362229,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccc(I)cc3)cc2)cn1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '10.56', 'le': '0.26', 'lle': '3.36', 'sei': '4.74'}",,CHEMBL64201,,CHEMBL64201,6.00,0,http://www.openphacts.org/units/Nanomolar,115467,=,1,1,=,,IC50,nM,,1000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1000.0
,,362233,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccccc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '13.77', 'le': '0.27', 'lle': '3.44', 'sei': '5.85'}",,CHEMBL67251,,CHEMBL67251,5.89,0,http://www.openphacts.org/units/Nanomolar,115490,=,1,1,=,,IC50,nM,,1300.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1300.0
,,362237,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccccc3)cc2)cn1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '11.30', 'le': '0.22', 'lle': '2.96', 'sei': '3.95'}",,CHEMBL67993,,CHEMBL67993,5.00,0,http://www.openphacts.org/units/Nanomolar,115474,=,1,1,=,,IC50,nM,,10000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,363900,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccc(OC[C@@H](O)CNCCc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2)cn1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '12.37', 'le': '0.24', 'lle': '3.52', 'sei': '4.50'}",,CHEMBL67672,,CHEMBL67672,5.70,0,http://www.openphacts.org/units/Nanomolar,115471,=,1,1,=,,IC50,nM,,2000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2000.0
,,365435,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(F)cc2)cc1)c1ccc(I)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '10.59', 'le': '0.26', 'lle': '2.24', 'sei': '6.89'}",,CHEMBL304878,,CHEMBL304878,6.04,0,http://www.openphacts.org/units/Nanomolar,115466,=,1,1,=,,IC50,nM,,910.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,910.0
,,366923,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccc(F)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '13.47', 'le': '0.26', 'lle': '3.41', 'sei': '5.97'}",,CHEMBL64932,,CHEMBL64932,6.00,0,http://www.openphacts.org/units/Nanomolar,115487,=,1,1,=,,IC50,nM,,1000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1000.0
,,366927,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '12.78', 'le': '0.25', 'lle': '2.42', 'sei': '5.97'}",,CHEMBL292947,,CHEMBL292947,6.00,0,http://www.openphacts.org/units/Nanomolar,115475,=,1,1,=,,IC50,nM,,1000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1000.0
,,368334,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1)c1ccc(I)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '11.91', 'le': '0.29', 'lle': '3.40', 'sei': '6.27'}",,CHEMBL276257,,CHEMBL276257,6.77,0,http://www.openphacts.org/units/Nanomolar,115465,=,1,1,=,,IC50,nM,,170.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,170.0
,,369690,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,CCc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(N)nc3)cc2)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '13.51', 'le': '0.26', 'lle': '3.76', 'sei': '5.02'}",,CHEMBL304090,,CHEMBL304090,6.36,0,http://www.openphacts.org/units/Nanomolar,115481,=,1,1,=,,IC50,nM,,440.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,440.0
,,372438,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(N)nc3)cc2)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '10.34', 'le': '0.20', 'lle': '2.31', 'sei': '3.61'}",,CHEMBL68408,,CHEMBL68408,6.05,0,http://www.openphacts.org/units/Nanomolar,115472,=,1,1,=,,IC50,nM,,900.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,900.0
,,373999,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccc(Br)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '11.25', 'le': '0.25', 'lle': '2.48', 'sei': '5.67'}",,CHEMBL64935,,CHEMBL64935,5.70,0,http://www.openphacts.org/units/Nanomolar,115485,=,1,1,=,,IC50,nM,,2000.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,2000.0
,,374002,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1ccc(Cl)c(Cl)c1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '13.17', 'le': '0.28', 'lle': '2.78', 'sei': '6.50'}",,CHEMBL65042,,CHEMBL65042,6.54,0,http://www.openphacts.org/units/Nanomolar,115484,=,1,1,=,,IC50,nM,,290.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,290.0
,,374005,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,CCc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '13.67', 'le': '0.27', 'lle': '3.21', 'sei': '6.20'}",,CHEMBL68021,,CHEMBL68021,6.23,0,http://www.openphacts.org/units/Nanomolar,115476,=,1,1,=,,IC50,nM,,590.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,590.0
,,376742,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2ccccc2)cc1)c1ccc(I)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '12.85', 'le': '0.31', 'lle': '3.44', 'sei': '8.10'}",,CHEMBL442172,,CHEMBL442172,7.10,0,http://www.openphacts.org/units/Nanomolar,115493,=,1,1,=,,IC50,nM,,80.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,80.0
,,378101,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccc(CCNC[C@H](O)COc2cccnc2)cc1)c1cnc2ccccc2c1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '12.30', 'le': '0.24', 'lle': '2.89', 'sei': '5.19'}",,CHEMBL68334,,CHEMBL68334,5.89,0,http://www.openphacts.org/units/Nanomolar,115489,=,1,1,=,,IC50,nM,,1300.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1300.0
,,378105,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)c1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(N)nc3)cc2)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '11.85', 'le': '0.23', 'lle': '2.58', 'sei': '4.54'}",,CHEMBL64760,,CHEMBL64760,5.75,0,http://www.openphacts.org/units/Nanomolar,115480,=,1,1,=,,IC50,nM,,1800.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,1800.0
,,380945,[],CHEMBL649968,Evaluated for its agonist activity and the binding affinity against human Beta-1 adrenergic receptor in membranes from chinese hamster ovary cell,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3cccnc3)cc2)cc1,,,CHEMBL1131392,Bioorg Med Chem Lett,1998.0,"{'bei': '10.92', 'le': '0.21', 'lle': '2.06', 'sei': '4.39'}",,CHEMBL67015,,CHEMBL67015,6.22,0,http://www.openphacts.org/units/Nanomolar,115488,=,1,1,=,,IC50,nM,,600.0,CHEMBL213,Homo sapiens,Beta-1 adrenergic receptor,9606,,,IC50,nM,UO_0000065,,600.0
